"Date";"MIT";"fruit";"late";"away";"caff";"code";"crs";"Eric";"pers";"TA";"off";"coff";"enR";"eaft";"eeve";"emor";"tire";"mood";"hung";"medi";"mel";"mw";"vac";"out";"pro";"proR";"readB";"readD";"sck";"slept";"stres";"Nat";"cell";"veg";"min";"cls";"aid";"shp";"home";"lab";"lib";"ex";"write";"jour";"yog"
2016-05-18;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2016-05-19;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-05-20;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-05-21;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"1";NA;"0";NA;"0";"1";"0";NA;"1";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-05-22;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"0";"1";"0";NA;"0";NA;"0";"1";"0";NA;"1";"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-05-23;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"0";NA;"0";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-05-24;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"0";NA;"0";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-05-25;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"0";"1";"0";NA;"0";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-05-26;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"0";NA;"0";NA;"0";"0";"0";NA;"1";"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-05-27;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"0";NA;"0";NA;"0";"1";"1";NA;"1";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-05-28;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"0";NA;"0";NA;"0";"1";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-05-29;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-05-30;NA;NA;"0";"1";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"1";NA;"0";"0";"0";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-05-31;NA;NA;"1";"1";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"1";"0";NA;"0";"0";"0";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-06-01;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"0";"0";NA;"1";"0";"1";"0";"w";NA;NA;"0";NA;"0";"0";NA;"0"
2016-06-02;NA;NA;"0";"1";"1";NA;"0";NA;NA;"0";NA;"1";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";NA;"0";"0";"0";"0";"w";NA;NA;"0";NA;"1";"0";NA;"0"
2016-06-03;NA;NA;"0";"1";"1";NA;"0";NA;NA;"0";NA;"1";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";NA;"1";"0";"0";"0";"w";NA;NA;"0";NA;"1";"0";NA;"0"
2016-06-04;NA;NA;"1";"1";"1";NA;"0";NA;NA;"0";NA;"1";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";NA;"1";"1";"1";"0";"w";NA;NA;"0";NA;"0";"0";NA;"0"
2016-06-05;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"1";"1";"1";NA;"1";NA;"0";"0";"0";NA;"1";"0";"1";"0";"w";NA;NA;"0";NA;"1";"0";NA;"0"
2016-06-06;NA;NA;"1";"1";"1";NA;"0";NA;NA;"0";NA;"1";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";NA;"1";"0";"1";"0";"w";NA;NA;"0";NA;"0";"0";NA;"0"
2016-06-07;NA;NA;"0";"0";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"0";"1";"0";NA;"0";NA;"0";"0";"0";"1";"0";"0";"1";"0";"n";NA;NA;"0";NA;"0";"0";NA;"0"
2016-06-08;NA;NA;"0";"0";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"0";"0";"1";"0";"1";"1";"0";"w";NA;NA;"0";NA;"1";"0";NA;"0"
2016-06-09;NA;NA;"1";"0";"1";NA;"0";NA;NA;"0";NA;"1";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";"1";"0";"0";"1";"0";"w";NA;NA;"0";NA;"0";"0";NA;"0"
2016-06-10;NA;NA;"1";"0";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";"1";"0";"0";"1";"0";"w";NA;NA;"0";NA;"1";"0";NA;"0"
2016-06-11;NA;NA;"1";"0";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";"1";"0";"0";"1";"0";"w";NA;NA;"0";NA;"1";"0";NA;"0"
2016-06-12;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";"1";"0";"0";"1";"0";"n";NA;NA;"0";NA;"0";"0";NA;"0"
2016-06-13;NA;NA;"0";"1";"1";NA;"0";NA;NA;"0";NA;"1";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"0";"0";"1";"0";"0";"1";"0";"w";NA;NA;"0";NA;"0";"0";NA;"0"
2016-06-14;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";"1";"0";"1";"1";"0";"n";NA;NA;"0";NA;"1";"0";NA;"0"
2016-06-15;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;NA;NA;"1";"0";"0";NA;"1";"1";NA;NA;"0";NA;"0";"0";NA;"1";"0";NA;"1";"0";"n";NA;NA;"0";NA;"0";"0";NA;"0"
2016-06-16;NA;NA;"1";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;NA;NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"1";"1";"0";"0";"1";"0";"n";NA;NA;"0";NA;"0";"0";NA;"0"
2016-06-17;NA;NA;"1";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";NA;NA;"0";NA;"0";"0";"0";"1";"0";"0";"1";"0";"n";NA;NA;"0";NA;NA;"0";NA;"0"
2016-06-18;NA;NA;"1";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"1";NA;"1";NA;"0";"0";"0";"1";"0";"0";"0";"0";"n";NA;NA;"0";NA;"1";"0";NA;"0"
2016-06-19;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"1";"1";"0";"1";"1";"0";"n";NA;NA;"0";NA;"1";"0";NA;"0"
2016-06-20;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";"1";"0";"1";"1";"0";"n";NA;NA;"0";NA;"0";"0";NA;"0"
2016-06-21;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";"1";"0";"1";"1";"0";"n";NA;NA;"0";NA;"1";"0";NA;"0"
2016-06-22;NA;NA;"1";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";"1";"0";"1";"0";"0";"n";NA;NA;"0";NA;"1";"0";NA;"0"
2016-06-23;NA;NA;"1";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";"1";"0";"1";"0";"0";"n";NA;NA;"0";NA;"1";"0";NA;"0"
2016-06-24;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";"1";"0";"0";"0";"0";"n";NA;NA;"0";NA;"1";"0";NA;"0"
2016-06-25;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";"1";"0";"1";"1";"0";"n";NA;NA;"0";NA;"1";"0";NA;"0"
2016-06-26;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";"1";"0";"0";"0";"0";"n";NA;NA;"0";NA;"1";"0";NA;"0"
2016-06-27;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";"1";"0";"1";"0";"0";"n";NA;NA;"0";NA;"1";"0";NA;"0"
2016-06-28;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";"1";"0";"1";"1";"0";"n";NA;NA;"0";NA;"1";"0";NA;"0"
2016-06-29;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";"1";"0";"1";"1";"0";"n";NA;NA;"0";NA;"0";"0";NA;"0"
2016-06-30;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";"1";"0";"1";"1";"0";"n";NA;NA;"0";NA;"0";"0";NA;"0"
2016-07-01;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"1";"1";"0";"1";"1";"0";"n";NA;NA;"0";NA;"1";"0";NA;"0"
2016-07-02;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"1";"1";"0";"1";"1";"0";"n";NA;NA;"0";NA;"0";"0";NA;"0"
2016-07-03;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"1";"1";"0";"0";"1";"0";"w";NA;NA;"0";NA;"1";"0";NA;"0"
2016-07-04;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;NA;NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"1";"0";"1";"0";"1";"0";"0";"n";NA;NA;"0";NA;"0";"0";NA;"0"
2016-07-05;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";"1";"0";"1";"0";"0";"n";NA;NA;"0";NA;"1";"0";NA;"0"
2016-07-06;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"1";"1";"0";"1";"0";"0";"n";NA;NA;"0";NA;"0";"0";NA;"0"
2016-07-07;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"0";"0";"1";"0";"1";"0";"0";"n";NA;NA;"0";NA;"0";"0";NA;"0"
2016-07-08;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;NA;NA;"1";"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"1";"0";"1";"0";"1";"0";"0";"n";NA;NA;"0";NA;"0";"0";NA;"0"
2016-07-09;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"0";"0";"1";"0";"1";"0";"0";"n";NA;NA;"0";NA;"0";"0";NA;"0"
2016-07-10;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;"1";"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"1";"0";"1";"1";"1";"0";"0";"n";NA;NA;"0";NA;"0";"0";NA;"0"
2016-07-11;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"1";NA;NA;NA;NA;"0";NA;"1";"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"0";"0";"1";"0";"0";"0";"0";"w";NA;NA;"0";NA;"1";"0";NA;"0"
2016-07-12;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;"1";"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"0";"0";"1";"0";"1";"0";"0";"n";NA;NA;"0";NA;"0";"0";NA;"0"
2016-07-13;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;"1";"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"1";"0";"1";"0";"1";"1";"0";"w";NA;NA;"0";NA;"1";"0";NA;"0"
2016-07-14;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;"1";"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"1";"0";"1";"0";"1";"1";"0";"w";NA;NA;"0";NA;"1";"0";NA;"0"
2016-07-15;NA;NA;"1";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"1";"0";"1";"0";"1";"1";"0";"w";NA;NA;"0";NA;"1";"0";NA;"0"
2016-07-16;NA;NA;"1";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;"1";"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"1";"0";"1";"0";"1";"0";"0";"w";NA;NA;"0";NA;"0";"0";NA;"0"
2016-07-17;NA;NA;"1";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"1";"0";"1";"0";"1";"0";"0";"w";NA;NA;"0";NA;"1";"0";NA;"0"
2016-07-18;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"0";"0";"1";"1";"1";"0";"0";"w";NA;NA;"0";NA;"0";"0";NA;"0"
2016-07-19;NA;NA;"1";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"1";"0";"1";"0";"1";"0";"0";"w";NA;NA;"0";NA;"0";"0";NA;"0"
2016-07-20;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"1";"0";"1";"0";"1";"0";"0";"w";NA;NA;"0";NA;"1";"0";NA;"0"
2016-07-21;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"1";"0";"1";"0";"1";"0";"0";"w";NA;NA;"0";NA;"0";"0";NA;"0"
2016-07-22;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;"1";"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"1";"1";"1";"1";"1";"0";"0";"w";NA;NA;"0";NA;"0";"0";NA;"0"
2016-07-23;NA;NA;"0";"1";"0";NA;"0";NA;NA;"0";NA;"1";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";NA;"1";"1";"0";"0";"w";NA;NA;"0";NA;"1";"0";NA;"0"
2016-07-24;NA;NA;"0";"0";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"0";"0";NA;"1";"1";"0";"0";"w";NA;NA;"0";NA;"0";"0";NA;"0"
2016-07-25;NA;NA;"1";"0";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"1";"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";"0";"w";NA;NA;"0";NA;"1";"0";NA;"0"
2016-07-26;NA;NA;"0";"0";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"1";"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";"0";"w";NA;NA;"0";NA;"1";"1";NA;"0"
2016-07-27;NA;NA;"1";"0";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";"s";NA;"0";"0";NA;"1";"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";"0";"w";NA;NA;"0";NA;"1";"1";NA;"0"
2016-07-28;NA;NA;"0";"0";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";"s";NA;"0";"0";NA;"1";"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";"0";"w";NA;NA;"0";NA;"0";"1";NA;"0"
2016-07-29;NA;NA;"1";"0";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";"s";NA;"0";"0";NA;"1";"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";"0";"w";NA;NA;"0";NA;"1";"1";NA;"0"
2016-07-30;NA;NA;"0";"0";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";"g";NA;"0";"0";NA;"1";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";"0";"w";NA;NA;"0";NA;"1";"1";NA;"0"
2016-07-31;NA;NA;"0";"0";"0";NA;"0";NA;NA;"0";NA;"1";NA;NA;NA;NA;"0";"g";NA;"0";"0";NA;"1";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";"0";"w";NA;NA;"0";NA;"1";"1";NA;"0"
2016-08-01;NA;NA;"0";"0";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";"n";NA;"1";"0";NA;"1";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";"0";"w";NA;NA;"0";NA;"1";"0";NA;"0"
2016-08-02;NA;NA;"0";"0";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";"n";NA;"1";"0";NA;"1";"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";"0";"w";NA;NA;"0";NA;"1";"1";NA;"0"
2016-08-03;NA;NA;"0";"0";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";"g";NA;"0";"0";NA;"1";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";"0";"w";NA;NA;"0";NA;"0";"0";NA;"0"
2016-08-04;NA;NA;"0";"0";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";"g";NA;"0";"0";NA;"1";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";"0";"w";NA;NA;"0";NA;"1";"1";NA;"0"
2016-08-05;NA;NA;"1";"0";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";"g";NA;"0";"0";NA;"1";"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";"0";"w";NA;NA;"0";NA;"0";"1";NA;"0"
2016-08-06;NA;NA;"0";"0";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";"g";NA;"0";"0";NA;"1";"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";"0";"w";NA;NA;"0";NA;"1";"0";NA;"0"
2016-08-07;NA;NA;"0";"0";"0";NA;"0";NA;NA;"0";NA;"1";NA;NA;NA;NA;"1";"g";NA;"0";"0";NA;"1";"1";"1";NA;"0";NA;"0";"0";"0";NA;"1";"1";"1";"0";"w";NA;NA;"0";NA;"1";"0";NA;"0"
2016-08-08;NA;NA;"0";"0";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";"g";NA;"1";"0";NA;"1";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";"0";"w";NA;NA;"0";NA;"1";"0";NA;"0"
2016-08-09;NA;NA;"0";"0";"0";NA;"0";NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";"g";NA;"1";"0";NA;"1";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";"0";"w";NA;NA;"0";NA;"0";"0";NA;"0"
2016-08-10;NA;"1";"1";"0";"0";"1";"0";"1";"0";"0";NA;"0";"4";"0";"0";"0";"0";"g";"0";"1";"0";NA;"1";"1";"1";"5";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"w";"0";"1";"0";"0";"0";"1";"1";"0"
2016-08-11;"3";"1";"1";"0";"0";"1";"0";"1";"0";"0";NA;"0";"4";"0";"0";"0";"0";"g";"0";"1";"0";NA;"1";"1";"1";"5";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"w";"0";"1";"0";"0";"0";"0";"0";"0"
2016-08-12;"3";"1";"1";"0";"0";"1";"0";"1";"0";"0";NA;"1";"5";"0";"1";"0";"0";"g";"0";"1";"0";NA;"1";"1";"1";"5";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"w";"0";"1";"0";"0";"1";"0";"0";"0"
2016-08-13;"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";NA;"0";"4";"0";"0";"0";"1";"g";"1";"1";"0";NA;"1";"1";"1";"4";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"w";"0";"1";"0";"0";"0";"0";"0";"0"
2016-08-14;"2";"1";"0";"0";"0";"0";"0";"1";"0";"0";NA;"0";"3";"0";"0";"0";"1";"g";"0";"1";"0";NA;"1";"1";"1";"3";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"w";"0";"1";"0";"0";"0";"0";"0";"0"
2016-08-15;"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";NA;"0";"3";"1";"0";"0";"0";"n";"1";"1";"0";NA;"1";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"w";"0";"1";"0";"0";"1";"1";"1";"0"
2016-08-16;"3";"0";"0";"0";"0";"1";"0";"1";"1";"0";NA;"0";"4";"0";"1";"0";"0";"g";"0";"1";"0";NA;"1";"1";"1";"4";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"w";"0";"1";"0";"1";"1";"1";"1";"0"
2016-08-17;"2";"1";"0";"0";"0";"1";"0";"1";"0";"0";NA;"0";"4";"1";"0";"0";"1";"g";"1";"1";"0";NA;"1";"1";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"w";"0";"1";"0";"0";"1";"1";"1";"0"
2016-08-18;"2";"0";"1";"0";"0";"1";"0";"1";"0";"0";NA;"0";"4";"1";"0";"0";"1";"g";"1";"1";"0";NA;"1";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"w";"0";"1";"0";"0";"1";"0";"0";"0"
2016-08-19;"3";"0";"0";"0";"0";"1";"0";"1";"0";"0";NA;"1";"3";"0";"0";"0";"1";"g";"1";"1";"0";NA;"1";"1";"1";"4";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"w";"0";"1";"0";"0";"0";"0";"0";"0"
2016-08-20;NA;"0";"0";"1";"0";"0";"0";"0";"0";"0";NA;"0";"1";"0";"0";"0";"1";"s";"1";"0";"0";NA;"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";NA;"0";"n";"0";"0";"0";"0";"0";"0";"0";"0"
2016-08-21;"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";NA;"0";"1";"0";"0";"0";"1";"s";"1";"0";"0";NA;"0";"1";"0";"2";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"w";"0";"0";"0";"0";"0";"0";"0";"0"
